PlayerID,Status,TeamID,Team,Jersey,PositionCategory,Position,FirstName,LastName,Height,Weight,BirthDate,College,PhotoUrl,Experience,InjuryStatus,FanDuelPlayerID,DraftKingsPlayerID,FanDuelName,DraftKingsName
20000572,Active,4,MIA,42,F,PF,Kevin,Love,80,245,9/7/1988 12:00:00 AM,UCLA,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/kevin-love-20000572-ce452a86.png,15,Questionable,9874,395374,Kevin Love,Kevin Love
20000574,Active,25,DAL,11,G,PG,Kyrie,Irving,74,195,3/23/1992 12:00:00 AM,Duke,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/kyrie-irving-20000574-8cdad2bf.png,12,,14498,551768,Kyrie Irving,Kyrie Irving
20000576,Inactive,,,,G,SG,Iman,Shumpert,77,212,6/26/1990 12:00:00 AM,Georgia Tech,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/iman-shumpert-20000576-d578f0ff.png,9,,14515,457186,Iman Shumpert,Iman Shumpert
20000577,Suspended,12,CLE,13,C,C,Tristan,Thompson,81,254,3/13/1991 12:00:00 AM,Texas,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/tristan-thompson-20000577-52945662.png,12,Out,14501,552806,Tristan Thompson,Tristan Thompson
20000579,Inactive,,,,G,PG,Matthew,Dellavedova,75,200,9/8/1990 12:00:00 AM,St. Mary's,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/matthew-dellavedova-20000579-d8f826b3.png,8,,20064,531447,Matthew Dellavedova,Matthew Dellavedova
20000584,Inactive,,,,G,SG,Joe,Harris,78,220,9/6/1991 12:00:00 AM,Virginia,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/joe-harris-20000584-4e81cfd6.png,9,,16363,549969,Joe Harris,Joe Harris
20000585,Inactive,,,,C,C,Anderson,Varejao,83,273,9/28/1982 12:00:00 AM,None,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/anderson-varejao-20000585-f528296e.png,13,,9490,254009,Anderson Varejao,Anderson Varejao
20000586,Inactive,,,,G,SG,Joe,Johnson,79,240,6/29/1981 12:00:00 AM,Arkansas,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/joe-johnson-20000586-2437d6f9.png,17,,9447,3501,Joe Johnson,Joe Johnson
20000587,Active,29,PHO,30,F,PF,Thaddeus,Young,80,235,6/21/1988 12:00:00 AM,Georgia Tech,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/thaddeus-young-20000587-e8e20d01.png,16,,9666,329683,Thaddeus Young,Thaddeus Young
20000588,Active,15,MIL,11,C,C,Brook,Lopez,85,282,4/1/1988 12:00:00 AM,Stanford,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/brook-lopez-20000588-b204f835.png,15,,9621,330047,Brook Lopez,Brook Lopez
20000591,Active,6,NY,44,F,SF,Bojan,Bogdanovic,79,226,4/18/1989 12:00:00 AM,None,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/bojan-bogdanovic-20000591-3d481b92.png,9,,14530,599812,Bojan Bogdanovic,Bojan Bogdanovic
20000594,Active,28,LAC,44,C,C,Mason,Plumlee,82,254,3/5/1990 12:00:00 AM,Duke,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/mason-plumlee-20000594-a8431582.png,10,,15590,510790,Mason Plumlee,Mason Plumlee
20000601,Inactive,,,,F,SF,DeMarre,Carroll,78,215,7/27/1986 12:00:00 AM,Missouri,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/demarre-carroll-20000601-d15b4ef0.png,11,,9787,262890,DeMarre Carroll,DeMarre Carroll
20000602,Inactive,,,,F,PF,Paul,Millsap,79,257,2/10/1985 12:00:00 AM,Louisiana Tech,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/paul-millsap-20000602-542329f3.png,14,,9729,237675,Paul Millsap,Paul Millsap
20000603,Active,9,BOS,42,C,C,Al,Horford,81,240,6/3/1986 12:00:00 AM,Florida,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/al-horford-20000603-2f022bee.png,16,,9453,280587,Al Horford,Al Horford
20000604,Inactive,,,,G,SG,Kyle,Korver,79,212,3/17/1981 12:00:00 AM,Creighton,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/kyle-korver-20000604-cd2bce61.png,17,,9870,58293,Kyle Korver,Kyle Korver
20000605,Inactive,,,,G,PG,Jeff,Teague,75,195,6/10/1988 12:00:00 AM,Wake Forest,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/jeff-teague-20000605-da1a134a.png,11,,9446,398043,Jeff Teague,Jeff Teague
20000606,Active,8,BKN,17,G,PG,Dennis,Schroder,73,175,9/15/1993 12:00:00 AM,None,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/dennis-schroder-20000606-f3be4a1d.png,10,,40201,739958,Dennis Schroder,Dennis Schroder
20000608,Inactive,,,,G,SG,Kent,Bazemore,76,195,7/1/1989 12:00:00 AM,Old Dominion,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/kent-bazemore-20000608-97e26ebf.png,10,,19781,410764,Kent Bazemore,Kent Bazemore
20000609,Inactive,,,,F,PF,Mike,Scott,79,237,7/16/1988 12:00:00 AM,Virginia,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/mike-scott-20000609-d48897c0.png,8,,16368,398034,Mike Scott,Mike Scott
20000613,Active,18,OKC,50,C,C,Mike,Muscala,82,240,7/1/1991 12:00:00 AM,Bucknell,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/mike-muscala-20000613-4ad54431.png,10,,17894,520388,Mike Muscala,Mike Muscala
20000615,Inactive,,,,F,SF,Thabo,Sefolosha,78,215,5/2/1984 12:00:00 AM,None,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/thabo-sefolosha-20000615-d7e7a503.png,14,,9647,329187,Thabo Sefolosha,Thabo Sefolosha
20000616,Inactive,,,,F,PF,LaMarcus,Aldridge,83,250,7/19/1985 12:00:00 AM,Texas,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/lamarcus-aldridge-20000616-51368499.png,15,,9688,266554,LaMarcus Aldridge,LaMarcus Aldridge
20000617,Active,7,PHI,40,F,PF,Nicolas,Batum,80,230,12/14/1988 12:00:00 AM,None,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/nicolas-batum-20000617-ca749683.png,15,,9809,456451,Nicolas Batum,Nicolas Batum
20000618,Inactive,,,,C,C,Robin,Lopez,84,295,4/1/1988 12:00:00 AM,Stanford,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/robin-lopez-20000618-6b39e07d.png,15,,9873,330050,Robin Lopez,Robin Lopez
20000619,Active,15,MIL,0,G,PG,Damian,Lillard,74,195,7/15/1990 12:00:00 AM,Weber State,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/damian-lillard-20000619-ca7e8028.png,9,,20848,463121,Damian Lillard,Damian Lillard
20000620,Active,23,NO,3,G,PG,CJ,McCollum,75,190,9/19/1991 12:00:00 AM,Lehigh,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/cj-mccollum-20000620-3c89c1ac.png,10,,19067,522878,CJ McCollum,CJ McCollum
20000621,Inactive,,,,C,C,Meyers,Leonard,84,260,2/27/1992 12:00:00 AM,Illinois,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/meyers-leonard-20000621-c8d47ce3.png,9,,15669,550131,Meyers Leonard,Meyers Leonard
20000625,Inactive,,,,G,PG,Tim,Frazier,72,170,11/1/1990 12:00:00 AM,Penn State,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/tim-frazier-20000625-49d6f175.png,6,,16071,513606,Tim Frazier,Tim Frazier
20000629,Active,3,ATL,32,G,SG,Wesley,Matthews,77,220,10/14/1986 12:00:00 AM,Marquette,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/wesley-matthews-20000629-377bff82.png,14,,9799,295809,Wesley Matthews,Wesley Matthews
20000632,Active,22,HOU,32,F,PF,Jeff,Green,80,235,8/28/1986 12:00:00 AM,Georgetown,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/jeff-green-20000632-bee32a93.png,15,,9648,266367,Jeff Green,Jeff Green
20000633,Inactive,,,,C,C,Marc,Gasol,83,255,1/29/1985 12:00:00 AM,None,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/marc-gasol-20000633-7358674a.png,12,,9581,393441,Marc Gasol,Marc Gasol
20000634,Inactive,,,,G,SG,Courtney,Lee,77,215,10/3/1985 12:00:00 AM,Western Kentucky,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/courtney-lee-20000634-d31cea10.png,12,,9615,276755,Courtney Lee,Courtney Lee
20000635,Active,16,MIN,10,G,PG,Mike,Conley,72,175,10/11/1987 12:00:00 AM,Ohio State,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/mike-conley-20000635-16ada4f2.png,16,,9575,329468,Mike Conley,Mike Conley
20000642,Inactive,,,,F,PF,JaMychal,Green,81,227,6/21/1990 12:00:00 AM,Alabama,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/jamychal-green-20000642-5fffbf96.png,8,,15405,460833,JaMychal Green,JaMychal Green
20000646,Active,28,LAC,2,F,SF,Kawhi,Leonard,79,225,6/29/1991 12:00:00 AM,San Diego State,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/kawhi-leonard-20000646-7b866cc0.png,11,Questionable,14513,512591,Kawhi Leonard,Kawhi Leonard
20000650,Inactive,,,,G,SG,Danny,Green,78,215,6/22/1987 12:00:00 AM,North Carolina,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/danny-green-20000650-b3bd6648.png,14,,9758,295922,Danny Green,Danny Green
20000652,Inactive,,,,C,C,Aron,Baynes,82,260,12/9/1986 12:00:00 AM,Washington State,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/aron-baynes-20000652-95d720fa.png,8,,37931,296379,Aron Baynes,Aron Baynes
20000655,Inactive,,,,G,PG,Cory,Joseph,75,200,8/20/1991 12:00:00 AM,Texas,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/cory-joseph-20000655-c2e49bc8.png,12,,14529,552805,Cory Joseph,Cory Joseph
20000656,Active,4,MIA,88,G,PG,Patty,Mills,74,180,8/11/1988 12:00:00 AM,St. Mary's,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/patty-mills-20000656-8600fb4d.png,14,,9939,411562,Patty Mills,Patty Mills
20000659,Active,16,MIN,1,F,SF,Kyle,Anderson,81,230,9/20/1993 12:00:00 AM,UCLA,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/kyle-anderson-20000659-019e3c95.png,9,Questionable,23716,697720,Kyle Anderson,Kyle Anderson
20000661,Inactive,,,,F,PF,Blake,Griffin,81,250,3/16/1989 12:00:00 AM,Oklahoma,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/blake-griffin-20000661-30bb044a.png,12,,9560,399725,Blake Griffin,Blake Griffin
20000663,Active,20,DEN,6,C,C,DeAndre,Jordan,83,265,7/21/1988 12:00:00 AM,Texas A&M,https://res.cloudinary.com/dan8wilpz/image/upload/c_fill;h_100;w_100/headshots/nba/deandre-jordan-20000663-45bf69b1.png,15,,9561,398142,DeAndre Jordan,DeAndre Jordan
